text,label,class_name,url
"Депутат Госдумы резко высказался о нравственных качествах Плющенко. ДепутатГосдумыВиталий Милоноврезко высказался о нравственных качествах семьи двукратного олимпийского чемпиона по фигурному катаниюЕвгения Плющенко. Его слова приводит«Советский спорт». Милонов раскритиковал семью Плющенко за то, что сын ЕвгенияАлександрсменил российское спортивное гражданство на азербайджанское. «Нормальный русский человек никогда не поменяет свою страну. Да, можно временно находиться на чужбине, но то, что они еще и сляпали ему паспорт, показывает, что эти люди не имеют права нам ничего указывать. Их нравственные качества находятся внизу», — заявил депутат. Также Милонов высказался в адресЯны Рудковской, матери Александра. «Рудковская — порождение космополитической тусовки попсы, где люди не понимают, что такое верность родине, честь и отвага. Для нее сын — гражданин мира. Это релокантская позиция. Рудковская — плохой пример для своего ребенка», — сказал Милонов.",0,sport,https://lenta.ru/news/2026/06/08/deputat-gosdumy-rezko-vyskazalsya-o-nravstvennyh-kachestvah-plyuschenko/
"Стало известно о состоянии упавшего в обморок в матче с Украиной игрока сборной Дании. Стало известно о состоянии упавшего в обморок в матче сУкраинойигрока сборнойДанииКристиана Эриксена. Об этом сообщает на странице в Instagram (принадлежит компании Meta, признанной экстремистской организацией и запрещенной вРФ) Датский футбольный союз. «Я говорил с Кристианом сегодня утром — он в порядке. Он вместе с семьей и пребывает в хорошем расположении духа. Ожидаем, что его в ближайшее время выпишут, и он сможет вернуться домой», — заявил врач сборной Дании Мортен Боесен. 7 июня 34-летний полузащитникпотерялсознание во втором тайме товарищеского матча с командой Украины. В течение длительного времени Эриксену оказывали медицинскую помощь, после чего он смог самостоятельно подняться на ноги. Тем не менее, матч отменили, а футболиста госпитализировали.",0,sport,https://lenta.ru/news/2026/06/08/stalo-izvestno-o-sostoyanii-upavshego-v-obmorok-v-matche-s-ukrainoy-igroka-sbornoy-danii/
"Тренер ушел из клуба ФНЛ через две недели после назначения. Сергей Юран ушел с поста главного тренера «СКА-Хабаровск» через две недели после назначения. Об этомсообщаетсайт клуба. «Сергей Юран по личным обстоятельствам не сможет приступить к обязанностям главного тренера ""СКА-Хабаровск"", в связи с чем обратился с просьбой освободить его от должности. Попечительский совет принял решение ее удовлетворить», — написано в заявлении клуба. В свою очередь, журналист Иван Карповсообщил, что расставание было вызвано тем, что руководство хабаровчан не выполнило уговор о повышении зарплат для новичков. «Клуб поставил задачу попасть в переходные матчи, но не смог увеличить бюджет и обеспечить достойную зарплату, чтобы заманить нужных футболистов в Хабаровск. В результате договорились расстаться полюбовно», — написал Карпов.",0,sport,https://lenta.ru/news/2026/06/08/trener-ushel-iz-kluba-fnl-cherez-dve-nedeli-posle-naznacheniya/
"Мирра Андреева поднялась на шестую строчку рейтинга WTA. Российская теннисистка Мирра Андреева поднялась с восьмой на шестую строчку рейтинга Женской теннисной ассоциации (WTA). Об этомсообщаетсяна сайте организации. Это произошло благодаряпобедена «Ролан Гаррос». В субботу Андреева обыграла в финале турнира польскую теннисисткуМайю Хвалиньскуюсо счетом 6:3, 6:2. Таким образом, 19-летняя россиянка впервые в карьере выиграла турнир «Большого шлема». Хвалиньская отметилась самым большим прогрессом по итогам Открытого чемпионатаФранции. После турнира она взлетела на 93 позиции вверх и закрепилась на 21-й строчке рейтинга WTA. РоссиянкиАнна КалинскаяиДиана Шнайдер, которых Хвалиньская обыграла в четвертьфинале и полуфинале соответственно, также поднялись в рейтинге. Калинская переместилась с 24-го на 20-е место, а Шнайдер — с 23-го на 16-е.",0,sport,https://lenta.ru/news/2026/06/08/mirra-andreeva-podnyalas-na-shestuyu-strochku-reytinga-wta/
"Проигравший в первом круге «Ролан Гаррос» Медведев сохранил свое место в рейтинге АТР. Проигравший в первом круге «Ролан Гаррос»Даниил Медведевсохранил восьмое место в рейтинге Ассоциации теннисистов-профессионалов (АТР). Об этомсообщаетсяна сайте организации. Первая строчка рейтинга осталась за итальянцемЯнником Синнером. Второе место занимает испанец Карлос Алькарас, на третьей позиции расположился победитель «Ролан Гаррос» изГерманииАлександр Зверев. Другой россиянинАндрей Рублевостался на 13-й строчке рейтинга. Он не справился в четвертом круге Открытого чемпионатаФранциис чехом Якубом Меншиком.Карен Хачановпродолжает занимать 15-е место. Он, в свою очередь,проигралголландцу Йесперу де Йонгу.",0,sport,https://lenta.ru/news/2026/06/08/proigravshiy-v-pervom-kruge-rolan-garros-medvedev-sohranil-svoe-mesto-v-reytinge-atr/
"Возле базы страны — участника ЧМ-2026 произошла стрельба. Возле базы участника ЧМ-2026 — сборной Англии — произошла стрельба. Об этом сообщаетThe Athletic. Отмечается, что в ходе стрельбы, произошедшей в десяти минутах езды от базы в Канзас-сити, пострадали девять человек. Инцидент произошел в субботу утром, подозреваемые не были задержаны. Город, в котором расположилась сборная Англии, отличается повышенным уровнем криминогенной обстановки. В Канзас-сити происходит 1,3 насильственного преступления на 100 тысяч населения, этот показатель в четыре раза выше среднего поСША. В 2025 году в городе произошло 138 убийств, 349 изнасилований, более 1000 грабежей и 5,4 тысячи нападений с отягчающими обстоятельствами.",0,sport,https://lenta.ru/news/2026/06/08/vozle-bazy-uchastnika-chm-2026-proizoshla-strelba/
"Оценена вероятность европейского финала ЧМ-2026. Оценена вероятность европейского финала на ЧМ-2026. Об этом сообщаетBetonmobile. Букмекеры считают, что вероятность европейского финала на мундиале превышает 50 процентов. Поставить на этот исход можно с коэффициентом 1,75. Вариант, при котором в финале будет играть хотя бы одна сборная не из Европы, оценивается коэффициентом 1,95. Также можно сделать ставку на то, что хотя бы одна южноамериканская сборная доберется до финала — 2,10. Противоположный вариант идет с коэффициентом 1,65.",0,sport,https://lenta.ru/news/2026/06/08/otsenena-veroyatnost-evropeyskogo-finala-chm-2026/
"Рудковская прокомментировала переход сына в сборную Азербайджана. ПродюсерЯна Рудковскаяпрокомментировала переход сынаАлександра Плющенков сборнуюАзербайджана. Ее слова приводитSport24. Рудковская назвала сына гражданином мира, который на пять лет получил возможность выступать на международных турнирах. «Мы ему даем шанс реализовать себя в юниорах, показать свой уровень», — подчеркнула продюсер. Ранее решение сына двукратного олимпийского чемпиона по фигурному катаниюЕвгения Плющенкоподдержал двукратный призер Олимпиад и заслуженный тренер РоссииАлександр Жулин. По словам специалиста, в этом переходе нет ничего страшного.",0,sport,https://lenta.ru/news/2026/06/08/rudkovskaya-prokommentirovala-perehod-syna-v-sbornuyu-azerbaydzhana/
"Андреева возглавила чемпионскую гонку WTA. Российская теннисистка Мирра Андреева возглавила чемпионскую гонку Женской теннисной ассоциации (WTA). Об этомсообщаетсяна сайте организации. Второй в рейтинге текущего сезона идет белорускаАрина Соболенко. Третье место занимает представляющаяКазахстануроженкаМосквыЕлена Рыбакина. Перед началом Открытого чемпионатаФранцииАндреева шла на пятой позиции. Также прогресса добиласьДиана Шнайдер, которая по итогам турнира переместилась с 23-й на 12-ю позицию.Анна Калинскаяопустилась на четыре строчки, теперь она идет 17-й, аЕкатерина Александровавместо 47-го заняла 50-е место. По результатам чемпионской гонки восемь лучших теннисисток отбираются на Итоговый турнир WTA. В 2026 году он пройдет с 7 по 14 ноября в столице Саудовской АравииЭр-Рияде.",0,sport,https://lenta.ru/news/2026/06/08/andreeva-vozglavila-chempionskuyu-gonku-wta/
"«Реал» объявил о переизбрании своего президента. Флорентино Перес был переизбран на пост президента мадридского«Реала». Это следует из трансляции на сайте футбольного клуба, сообщает корреспондент «Ленты.ру». Выборы состоялись в воскресенье, соперником Переса стал бизнесмен Энрике Рикельме. До этого Перес объявил о проведении досрочных выборов на занимаемую должность после второго подряд сезона без титулов. В январе 2025 года его переизбрали на пост президента «Реала» на четыре года. С 2009 года выборы в клубе были безальтернативными.",0,sport,https://lenta.ru/news/2026/06/08/real-ob-yavil-o-pereizbranii-svoego-prezidenta/
"Стало известно состояние потерявшего сознание во время матча игрока с кардиостимулятором. Полузащитник сборнойДанииКристиан Эриксенпришел в сознание после потери сознания во время товарищеского матча против национальной командыУкраины. Об этом сообщаетРИА Новости. Эриксен появился в стартовом составе иупалв обморок. Встреча в Оденсе была остановлена во время второго тайма при счете 2:1 в пользу датчан. 12 июня 2021 года Эриксенпотерял сознаниево время матча против национальной командыФинляндии. Футболисту сначала оказывали экстренную помощь на поле, затем его госпитализировали. Как стало известно, датчанин пережил остановку сердца.",0,sport,https://lenta.ru/news/2026/06/07/stalo-izvestno-sostoyanie-poteryavshego-soznanie-vo-vremya-matcha-igroka-s-kardiostimulyatorom/
"Теннисист Зверев назвал необычную причину победы в «Ролан Гаррос». Немецкий теннисистАлександр Зверевназвал необычную причину победы в «Ролан Гаррос» 2026 года в мужском одиночном разряде. Его слова приводятся на странице американского журналиста Гилла Гросса в социальной сетиX. Спортсмен заявил, что ему помогли победить судороги. «Как только я их почувствовал, я расслабился», — заявил Зверев. 7 июня Зверев впервые в карьересталпобедителем «Ролан Гаррос» в мужском одиночном разряде. В решающем матче спортсмен одержал победу над итальянцемФлавио Коболли. Встреча завершилась в пяти сетах со счетом 6:1, 4:6, 6:4, 6:7(5), 6:1.",0,sport,https://lenta.ru/news/2026/06/08/tennisist-zverev-nazval-neobychnuyu-prichinu-pobedy-v-rolan-garros/
"Переживший остановку сердца футболист потерял сознание во время матча. Полузащитник сборнойДанииКристиан Эриксенпотерял сознание во время товарищеского матча против национальной командыУкраины. Об этом сообщаетРИА Новости. Встреча в Оденсе была остановлена во время второго тайма при счете 2:1 в пользу датчан. Эриксен появился в стартовом составе. Его текущее состояние не уточняется. 12 июня 2021 года Эриксенпотерял сознаниево время матча против национальной командыФинляндии. Футболисту сначала оказывали экстренную помощь на поле, затем его госпитализировали. Как стало известно, датчанин пережил остановку сердца.",0,sport,https://lenta.ru/news/2026/06/07/perezhivshiy-ostanovku-serdtsa-futbolist-poteryal-soznanie-vo-vremya-matcha/
"Теннисист Зверев впервые выиграл «Ролан Гаррос». Немецкий теннисистАлександр Звереввпервые в карьере стал победителем «Ролан Гаррос» 2026 года в мужском одиночном разряде. Результаты доступны насайтетурнира. В решающем матче спортсмен одержал победу над итальянцемФлавио Коболли. Встреча завершилась в пяти сетах со счетом 6:1, 4:6, 6:4, 6:7(5), 6:1. Ранее букмекерыназывалиЗверева фаворитом «Ролан Гаррос». Они заявляли, что он одержит победу в трех сетах.",0,sport,https://lenta.ru/news/2026/06/07/tennisist-zverev-vpervye-vyigral-rolan-garros/
"Слуцкий рассказал о пересадке волос в Турции. Главный тренер китайского футбольного клуба «Шанхай Шэньхуа» Леонид Слуцкий в интервьюYouTube-каналу «ИВАНЫЧ ПЕРЕСАДКА ВОЛОС GGMED» рассказал о пересадке волос в Турции. Специалист рассказал, что операция длилась шесть часов, однако он остался недоволен результатом на затылке. Слуцкий вспомнил, что врач предлагал ему сделать повторную операцию, однако он отказался. «Это было больно, болезненное восстановление, плохой результат — самое главное. Это все не стоило потраченных нервов, времени, сил…» — заявил он. Ранее Слуцкийоценилсебя как супруга по шкале от одного до десяти. Он поставил себе тройку.",0,sport,https://lenta.ru/news/2026/06/07/slutskiy-rasskazal-o-peresadke-volos-v-turtsii/
"В РФС заявили о неожиданном решении УЕФА относительно российских клубов. Почетный президентРоссийского футбольного союза(РФС)Вячеслав Колосковотреагировал на новость о продлении отстранения отечественных клубов от участия в еврокубках в сезоне‑2026/2027. Его слова приводит«Чемпионат». Колосков заявил, что никто не ожидал продления банаСоюзом европейских футбольных ассоциаций(УЕФА). «Однако, как говорится, наши ожидания — наши проблемы», — подчеркнул глава РФС. 7 июня УЕФАпродлилотстранение российских клубов до лета 2027 года. Исполком организации внес изменения в список участников еврокубков на следующий сезон. Это было связано с продолжающимся отстранением российских клубов и сборных от участия в соревнованиях под эгидой Союза.",0,sport,https://lenta.ru/news/2026/06/07/v-rfs-zayavili-o-neozhidannom-reshenii-uefa-otnositelno-rossiyskih-klubov/
"Российский боец UFC поставил миллион долларов на поединок. Российский боец смешанного стиля (MMA)Арман Царукянпоставил миллион долларов на поединок Абсолютного бойцовского чемпионата (UFC) между американцемДжастином Гэтжии грузином Илией Топурией. Об этом он сообщил в Instagram (запрещенная в России соцсеть; принадлежит компании Meta, признанной экстремистской организацией и запрещенной вРФ). Спортсмен поставил на победу Гэтжи. Если ставка сыграет, Царукян получит выигрыш в размере 5,7 миллиона долларов. Турнир UFC Freedom 250состоитсявСША14 июня. Президент страныДональд Трампв этот день будет праздновать 80-летие. Кроме того, 14 июня отмечается День флага США.",0,sport,https://lenta.ru/news/2026/06/07/rossiyskiy-boets-ufc-postavil-million-dollarov-na-poedinok/
"Тарпищев сравнил Андрееву с Шараповой. Президент Федерации тенниса России (ФТР)Шамиль Тарпищевсравнил победительницу «Ролан Гаррос— 2026» Мирру Андрееву с пятикратной обладательницей титулов на турнирах Большого шлемаМарией Шараповой. Об этом сообщает«Чемпионат». По мнению функционера, спортсменки разные как в человеческом, так и в игровом плане. «Их можно сравнить только из-за того, что Мирра стала чемпионкой в молодом возрасте, да и перспектива большая», — заявил Тарпищев. Глава ФТР добавил, что Андреевой есть в чем прибавлять. «Надо приобретать такую игру, чтобы она могла выступать одинаково здорово на разных покрытиях. Работы очень много, но перспективы очень хорошие», — отметил Тарпищев.",0,sport,https://lenta.ru/news/2026/06/07/tarpischev-sravnil-andreevu-s-sharapovoy/
"Дзюба назвал главного фаворита ЧМ-2026. Российский футболистАртем Дзюбаназвал главного фаворита чемпионата мира (ЧМ) 2026 года. Об этом сообщает«Чемпионат»со ссылкой на Transfermarkt. По мнению игрока, главным претендентом на трофей является сборнаяФранции. «Лучшим игроком ЧМ-2026 станет Майкл Олисе», — добавил форвард. Дзюба также рассказал, за какую сборную на турнире будет болеть. Россиянин собирается поддерживать командуПортугалии.",0,sport,https://lenta.ru/news/2026/06/07/dzyuba-nazval-glavnogo-favorita-chm-2026/
"Бублик попросил Андрееву научить его играть в теннис. Казахстанский теннисистАлександр БубликвTelegram-канале поздравил россиянку Мирру Андрееву с победой на «Ролан Гаррос» — 2026. Помимо поздравлений, спортсмен отметил, что научил россиянку ругаться. «Теперь твоя очередь научить меня играть в теннис», — заявил Бублик. Ранее Андреевупоздравилс победой сербский теннисистНовак Джокович. Он написал поздравление в соцсетях, часть — на русском языке.",0,sport,https://lenta.ru/news/2026/06/07/bublik-poprosil-andreevu-nauchit-ego-igrat-v-tennis/
"Оценены шансы Андреевой выиграть Уимблдон-2026. Букмекеры оценили шансы российской теннисистки Мирры Андреевой выиграть Уимблдон-2026. Об этом сообщаетBetonmobile. На победу россиянки можно поставить с коэффициентом 9,00. Выше котируются шансы четырех теннисисток:Арины Соболенко(3,50), Иги Швентек (4,00),Елены Рыбакиной(7,00) иКори Гауфф(7,00). Ранее Андреева впервые в карьерепобедилана «Ролан Гаррос». Перед стартом соревнований ее шансы на титул оценивались коэффициентом 10,00.",0,sport,https://lenta.ru/news/2026/06/07/otseneny-shansy-andreevoy-vyigrat-uimbldon-2026/
"Трехкратный чемпион НБА умер в 59 лет. Трехкратный чемпион Национальной баскетбольной ассоциации (НБА) в составе «Чикаго Буллс» Стэйси Кинг умер в 59 лет. О трагедии сообщается на странице клуба в социальной сетиX. Причина смерти не уточняется. Баскетболист был выбран «Чикаго» на драфте 1989 года под шестым общим номером. Кинг становился чемпионом НБА в 1991, 1992 и 1993 годах. Рост Кинга составлял 2,11 метра. Помимо «Чикаго», в НБА он выступал за «Миннесоту», «Бостон», «Майами» и «Даллас». За карьеру провел 438 игр, набирая в среднем 6,4 очка за игру.",0,sport,https://lenta.ru/news/2026/06/07/trehkratnyy-chempion-nba-umer-v-59-let/
"Назван футбольный клуб с самым дорогим составом в мире. Портал Transfermarkt назвал футбольный клуб с самым дорогим составом в мире. Об этом сообщается насайтепроекта. Лидером рейтинга стал парижский ПСЖ. Суммарная стоимость его футболистов оценивается в 1,37 миллиарда евро. Это на 300 миллионов больше, чем общая стоимость всех игроков, выступающих в 16 командах Российской премьер-лиги. На втором месте в рейтинге расположился «Манчестер Сити», футболистов которого оценили в 1,32 миллиарда. Тройку замкнул лондонский «Арсенал» (1,25 миллиарда).",0,sport,https://lenta.ru/news/2026/06/07/nazvan-futbolnyy-klub-s-samym-dorogim-sostavom-v-mire/
"Португалец оказался под угрозой дисквалификации на ЧМ из-за драки в товарищеском матче. Полузащитник сборнойПортугалииРафаэль Леау может пропустить несколько матчей чемпионата мира (ЧМ) — 2026 из-за дисквалификации. Об этом сообщаетGoal. В ночь на воскресенье, 7 июня, футболист был удален в товарищеской игре противЧили(2:1). В конце первого тайма Леау устроил драку с чилийцем Иваном Романом. Обычно красная карточка влечет за собой дисквалификацию только в следующих товарищеских матчах, но если она показана за агрессивное поведение,Международная федерация футбола(ФИФА) может расширить отстранение на официальные встречи.",0,sport,https://lenta.ru/news/2026/06/07/portugalets-okazalsya-pod-ugrozoy-diskvalifikatsii-na-chm-iz-za-draki-v-tovarischeskom-matche/
